row	stimulus	all_responses
146	ab,aabb,abab,aabbab,abaabb,aaababbb	abaaabbb:4,aaaababbbb:2,aabbaabb:2,abababab:2,aaaabbbb:2,aaa:2,babbaa:2,aaabbbaaabbb:2,abbabaaa:1,aaababba:1,bbbcbccc:1,aabaaabb:1,abbbaaab:1,aaabbbb:1,aaabaaabbb:1,cccacaaa:1,abba:1,aabababb:1,aabbabb:1,aaababbbaa:1,abbabbab:1,aaaabbabba:1,cccbcbbb:1,aabbabbb:1,baba:1,bbbbaaaba:1,aaaabbaab:1,aaababbba:1,aaabbabbb:1,abaabbaa:1,aaabbaabbb:1,aaabbaabbbb:1,aaabaabbb:1,aaaababbb:1,aababb:1,abababbb:1,aabbbbb:1,aaababbbab:1,aaaabaabbba:1,ccccaabbb:1,aaaaabbbb:1,aaabababbb:1,aaababbab:1,aaab:1,bbbaaccc:1,abcbabc:1,abbabaabb:1,aabababaa:1,abbaabbba:1,abababba:1,aaababbbaaababb:1,aaabbabb:1,aaaabbbbaabbb:1,baccabb:1,aaabbbaabb:1,ababbb:1,bbbabaaa:1,aabbaaabbb:1,abc:1,abbaba:1,aababbb:1,aaabbbabb:1,aaaabaabbb:1,bbbabccc:1,aaababbbba:1,aaababbbb:1,ababaabb:1,aababba:1,aaaaababbb:1,aaacaccc:1,babababa:1,ababababababa:1,aaabbbba:1
147	ab,aabb,abab,aabbab,abaabb,aaababbb,aabaabbb	aabbaabbb:4,aaababbbb:3,aabbaabb:2,aaabaaabbb:2,aabaabbbaa:2,aabbaabbaa:2,abaaabbb:2,bbabbaaa:2,bababbba:1,bbcbbccc:1,abbaabb:1,aaabbaaabb:1,aaabbaaabbb:1,ccaccaaa:1,acca:1,aabaabbbb:1,aaabbbaabb:1,abbbabbb:1,ababbbabab:1,aababab:1,ccbccbbb:1,bbaabbaa:1,aaabaabbb:1,cca:1,aabbaabbaba:1,abbaabbbb:1,aababbaab:1,aaaabbaabbbb:1,aabaabbab:1,ababbbb:1,ababa:1,aabaaabb:1,abaaabbbb:1,aababbab:1,babaabbb:1,aaabaabbbb:1,aaabbbaaa:1,aabaabbbaaabbbb:1,cbaaaa:1,aabaaabbbb:1,abbababb:1,aaa:1,bcbcaacb:1,abbaabbaabba:1,abcbcb:1,abbababab:1,aabababb:1,abbbabaa:1,ababababa:1,aaababbab:1,aabaabbba:1,aabaabbbaabaabbb:1,abbabbabbbaa:1,abccb:1,ababababbaa:1,abaabbbb:1,abbaaabb:1,aab:1,aaabbbababa:1,cba:1,abbba:1,aaabbabab:1,aabbaaabbb:1,aabbababab:1,ccabcaaa:1,abbbbab:1,aababbb:1,aacaaccc:1,babababababa:1,acbacabaca:1,bbabaab:1,aaaababbbb:1
148	ab,aabb,abab,aabbab,abaabb,aaababbb,aabaabbb,aabbabaabb	abababaabb:3,aabbabbaabb:3,bbaababbaa:3,aabbabaabbaa:2,aabbaabbaabb:2,aaabbbabaaabbb:2,babababaa:1,aabbababaabb:1,bbccbcbbcc:1,aabaabbbbb:1,aabbaabbbba:1,aaabbbaabbaaabbb:1,aaabbbabaabbb:1,aaabbbabaabb:1,aabbbabbaa:1,aabbabbabbb:1,ccaacaccaa:1,aaabbababbb:1,aabab:1,aabbaabbab:1,aabbababab:1,ababbbaaaa:1,aabbbbaab:1,ccbbcbccbb:1,aaabbabbbaabb:1,ababba:1,aaabbbaabbabbb:1,abaabbaabbab:1,aacc:1,aaabbbaaaaba:1,aaabaaabbb:1,aabaabbaabb:1,aaabbaaabbbb:1,abaabbabbb:1,aabbabaabbab:1,aabbbabaaabbb:1,aabbaabaabb:1,abababba:1,aaababaabbb:1,abaaabaabb:1,aabbabaabaa:1,abbbaaaabbbbaa:1,ccaaaaabbbb:1,aabbabaabba:1,aabbaaba:1,abababab:1,aaababbabb:1,abaa:1,bbaacbaacc:1,aaaabbbbbaaaaa:1,cbcbaba:1,aabaabbabab:1,aaabbbabbba:1,abababababa:1,aaabbaabbb:1,aabbabbaabba:1,aabbabaabbaabbabb:1,abbbabab:1,abbcca:1,abbbaabbabab:1,aabbaa:1,ababababab:1,cab:1,aaabbabbba:1,ababbbaaa:1,aabbabababbbb:1,aabbabaabbaab:1,aabbabaabbabaababba:1,aababab:1,aabbaabbaa:1,aaccacaacc:1,bbaabbaabb:1,abababababababa:1,bbbbaaaba:1
149	ab,aabb,abab,aabbab,abaabb,aaababbb,aabaabbb,aabbabaabb,aaabaabbbb	bbbabbaaaa:4,aaabbaabbbb:3,aaaabaabbbbb:3,aaabbabbb:2,aabbaabbbb:2,aabbabb:2,aabbaabbab:2,aabbababbb:2,babababa:1,aabbabababaabb:1,bbbcbbcccc:1,aaaabbbabbb:1,aaaabbbbaaabbbb:1,aaabbbaabbbb:1,aaabaaabbaa:1,cccaccaaaa:1,aaaababbbbb:1,aababbabb:1,aaaabbaaabbbbb:1,ababbaabbaabba:1,aabbbaab:1,cccbccbbbb:1,aabbaabbbbaabb:1,aaaababbbb:1,aabbababaabb:1,caaac:1,aaaabbaabbbbba:1,aabbaaaabbb:1,aabbabaabbab:1,aaabaabbb:1,aabbabbbbb:1,aaabbaabbbab:1,aabbaaabbbb:1,ababbaa:1,aaabbaabbbbb:1,aabbbaaaabbbbb:1,aaabaabbbba:1,aabbbaaabaaab:1,aaaaabbbaaaa:1,aaabaacccc:1,bbaabbaa:1,aaaaabaaaaabbbbb:1,aaabaabbabb:1,aaabb:1,bbbcccaaaa:1,ababababababbbb:1,cbabcb:1,aabaabbbab:1,aaaabaaabbbb:1,aabbbaaabbbb:1,babababbaba:1,aabbaabbaa:1,aabaaabbbb:1,aaabaabbbbab:1,aaabaabbbbaaabaaabbbb:1,aaabaaabaaabbb:1,baccabba:1,ababababababab:1,aabbabbaabb:1,aaabbbabaabb:1,aaaa:1,abababab:1,bac:1,abbabbababa:1,aaaabbbb:1,aaaabbabababbb:1,abbbbabab:1,aaaabaaabb:1,aaacaacccc:1,bababababababa:1,bbbbaaaa:1
150	ab,aabb,abab,aabbab,abaabb,aaababbb,aabaabbb,aabbabaabb,aaabaabbbb,aaabbbabaabb	aabbaabbaabb:3,aaabbbaabbaabb:3,aaaabbbbabaaabbb:2,aaabbbaaabbb:2,aaabbbabaabbb:2,babababaaaa:1,aaabbbababaabb:1,bbbcccbcbbcc:1,aaababbaaabbbb:1,aaaabbbabaaabbbb:1,aaaabbbbabaabb:1,aaabbbbabbaab:1,aaabbbabaaabb:1,cccaaacaccaa:1,aaabbbaaabbbbbb:1,aabbaabba:1,aabbbabaabab:1,aaabbbaabbbab:1,aaabbbaaab:1,aaaabbbbaabbaaaaabbbb:1,aaaabbbbabababa:1,cccbbbcbccbb:1,aaabbaabbaabbbb:1,bababa:1,aaaabbbbabab:1,aaaabbaaababbbbb:1,baaaca:1,aaaabbbbabaabba:1,aaabbbaabaab:1,aaabbbaabbbaabbb:1,aaabbabbabbb:1,aaabbbaabbaabbb:1,aaaabbbbaabbaabbbbb:1,aaabbbaabaabb:1,aabbaabbaabbb:1,aaabbbbaba:1,bbbaaababbaaa:1,aaabbbababbb:1,aabbbaaabbbb:1,aaabbbbabaabbaa:1,aababbaaba:1,aaaabbbbbaaaaaa:1,aabbbaaa:1,ababababababab:1,aabbbaabaabb:1,baaa:1,bbbaaacbccca:1,aaaaabbbbba:1,cbabab:1,aaaabbabaabbb:1,aabbababbba:1,abababababaaa:1,aaabbbbabaabb:1,aaabbbabaabbaaabbbabaabb:1,aabbaabbbaabb:1,cbbaa:1,aaaabbbbbaaaabbba:1,aaabbaaabbbbb:1,aaaabbaabbbb:1,baa:1,bbbaaababbaa:1,aaabbbaaabbbaaabbb:1,acb:1,aaaaaabba:1,ababababbb:1,aaaabbbaababba:1,aaabbbbababababbb:1,bbbaaabaabb:1,aaabbbabaabbaab:1,aaabbbabababbb:1,abababababab:1,aaabbababaa:1,aaacccacaacc:1,bababababababababa:1,aaaaaabbbbbb:1,aaaabbbaabbaabb:1
151	ab,aba	abab:28,abba:12,abaa:10,bab:4,ababa:4,abb:4,baa:3,aabaa:2,aaba:1,aab:1,cb:1,cbacabacbac:1,cbc:1,baba:1,bcb:1,b:1,cc:1,babab:1,bba:1,aabbaa:1,a:1,aaaaaaaaaaacccccccca:1,abac:1,abaabbabaacaab:1,abc:1
152	ab,aba,abcab	abcabc:25,abcaba:15,abccab:5,bacba:3,abacaba:2,abacab:2,abca:2,abcabcab:2,acbaca:1,abbcab:1,abac:1,acaba:1,abbc:1,abccba:1,cabab:1,bcabacacab:1,baabcabaab:1,ababc:1,bcabc:1,bacab:1,ca:1,ababcaba:1,bc:1,cabac:1,abccaba:1,c:1,abcacba:1,bbbbbbbbbbbbbaacccacccccc:1,acba:1,acbcac:1,abcabaaba:1,bac:1,bcabca:1,abcb:1,abcaab:1,cabba:1
153	ab,aba,abcab,abacab	abacaba:17,ababcab:9,abacabc:3,babcba:2,abccab:2,abaccab:2,acabac:2,abbacab:2,aabcab:2,ababacab:2,abcacab:2,abbcab:2,abcabaa:1,acbabca:1,abbccaa:1,abcabcab:1,baca:1,abacbabca:1,cbab:1,cabcab:1,ababacabab:1,abaacab:1,aacabacabc:1,bacaba:1,abbcbba:1,abacabac:1,cabc:1,bbccaa:1,cb:1,bacaca:1,aaabc:1,abacabba:1,cccc:1,abacabab:1,ccccccccaaaaabbbbbccccbb:1,abacbac:1,abbacabb:1,abcabca:1,babcab:1,ababaca:1,abbcacbb:1,acbaabaca:1,bca:1,abcac:1,acab:1,ababab:1,abaacaab:1,abcaba:1,aaabbc:1
154	ab,aba,abcab,abacab,abcaba	abacaba:9,abcabca:4,abcabab:3,bacbab:2,abcaab:2,abcabcab:2,ababcaba:2,abacba:2,abcabaa:2,abcabc:2,abcabb:2,acbaba:2,abcacab:2,abbcaac:1,abacabaa:1,abcababc:1,abacabc:1,cab:1,baca:1,abcbca:1,abcbba:1,aabacab:1,acbbaa:1,cababa:1,cbccacb:1,aabbccaabb:1,acabcabaca:1,abcabaab:1,abac:1,bcabac:1,abb:1,ccbbaa:1,abaacab:1,bc:1,ababca:1,ababac:1,abcabac:1,bacaba:1,abcbaa:1,bababc:1,acaabc:1,abacbaca:1,bbb:1,abccaba:1,abcabaabc:1,aaaaaaaaaaaaaaaaabbbbbccccccccccccbbbbbbbbaaaaaaacccccc:1,abbca:1,acabaca:1,abcabcaa:1,babcaba:1,acabab:1,accbbcccaaa:1,acabba:1,aabb:1,abacabac:1,abaccaba:1,abcabcabc:1,abacabab:1,abca:1,abcababa:1,bbcaa:1
155	ab,aba,abcab,abacab,abcaba,abacaba	abacabac:6,abcabac:6,abcabab:5,abacabaa:5,abacabab:4,ababcaba:3,babcbab:2,abcacaba:2,abcabaa:2,abacabaaba:2,abacba:2,abcbaca:2,abcababa:2,abaabaaba:1,bacaaa:1,bacba:1,bccb:1,abcabcaba:1,abaacba:1,ababacab:1,cabaaba:1,cbcacb:1,abacabc:1,cabacabac:1,abacabaca:1,abcababcab:1,abacabacab:1,abcaaba:1,abcabc:1,bb:1,cabacaba:1,ababcabab:1,abacabb:1,abcacab:1,ababababa:1,aabbcc:1,abacaa:1,b:1,bbbbbbbbbbbbbbbbccccccccccccaaaaaaaaabbbbbbbbbbbcccccccccca:1,abacacaba:1,abcabaca:1,abacabba:1,babcabab:1,abcabcabc:1,abcacbcaacb:1,ababacaba:1,baba:1,abacccaba:1,acacab:1,abababac:1,ababac:1,ababcbc:1,abacaca:1,bbcaaa:1
156	ab,aba,abcab,abacab,abcaba,abacaba,abcabcab	abcabcaba:17,abcabcabc:9,abacabcab:5,abacabab:5,abacabac:3,bacbacba:2,abacabcaba:2,abcbcaba:2,abacabacaba:2,abcabcabcab:2,abcabaca:1,caaaaab:1,acabacb:1,bbcc:1,abacabacab:1,aabcbcab:1,cbcacbbbcaaaaaa:1,cbacbacb:1,acababca:1,aabcabcaba:1,ababacac:1,abcababa:1,ababacaca:1,abacabaa:1,abca:1,cabcab:1,aa:1,ababcaba:1,abcabcabb:1,bbcaccab:1,abcacabb:1,abcabcabab:1,bb:1,aaaaaaaaaaaaaccccccbbbbbbbbbbbbcccccccccccccca:1,abcacabc:1,abcba:1,abcabcabca:1,abccbccacb:1,acbaacabaa:1,abcabbcab:1,abcabbac:1,ababababab:1,abcabca:1,abcbac:1,aaabbbcc:1
157	ab,aba,abcab,abacab,abcaba,abacaba,abcabcab,abcabcaba	abacabcaba:6,abcabcabac:6,abcabcabca:6,abcabcabab:5,abcabcabc:4,abacabacaba:3,abcabcabaca:3,bacbacbab:2,abcabcabb:2,abcabcabaa:2,abcabacaba:2,abacababa:2,abcabcababa:2,abacabaacab:1,abacabacab:1,acabcabcab:1,abcabacab:1,abcabca:1,aacc:1,abcababcabab:1,abcababac:1,babcacaba:1,bacabcabab:1,cbacbccc:1,abacbacba:1,ababacabaca:1,aabbccaabb:1,abacabacabac:1,ababa:1,abacabacabaca:1,abacababc:1,abcabb:1,bbccaaa:1,abcababca:1,bab:1,abacbccab:1,bbbbbbb:1,abcabcabaaba:1,cccccccbbbbbbbbaaaababab:1,abcabcabcab:1,acabacab:1,abcabcabacc:1,abbcbcaccb:1,acbacabaaa:1,abcbaccab:1,babababababa:1,abababc:1,cabcabba:1,acabaac:1,abcabacba:1,abac:1,bbbccaaa:1
158	ab,aba,abcab,abacab,abcaba,abacaba,abcabcab,abcabcaba,abacabcab	abacabcaba:10,abcabcabcaba:3,abacabacab:3,abcababc:3,abcabcabc:3,abcabcabcab:3,abcabcabaa:2,abacabacabacab:2,abcabcabab:2,abacabca:2,abacabcabac:2,abacabcabcab:2,babacbacba:1,abcabcababc:1,aabbccababa:1,acabcabcaba:1,abacabacb:1,abacabcabb:1,aabb:1,abcabcbca:1,abacabacabac:1,abacabacaca:1,abccabacaba:1,aabacbcab:1,cacccbc:1,bacbacaba:1,abbaabbccbba:1,babcbacba:1,abacabcabacabc:1,abcabcabac:1,bbbcccaaaaa:1,bacb:1,abacabcabaca:1,ababcabc:1,abcacabcaba:1,abacabcba:1,abcabacab:1,abacabcabab:1,abcabcabcba:1,ccbcababc:1,cb:1,abacabacaba:1,bbbbbbbbbbbbbccccccccccccccccccaaaaaaaaaaaaaaaaaaaaaaccccccca:1,acbababac:1,abcabcabcabcac:1,abbbcaccbcaccb:1,abacabaaa:1,abacabcababc:1,abacabbac:1,baababba:1,abacabababa:1,abacabcabcaba:1,aabcab:1,abacabac:1,abcababca:1,abcabacabca:1,acababacab:1,cabcabab:1,abcacabcab:1
159	ab,aba,abcab,abacab,abcaba,abacaba,abcabcab,abcabcaba,abacabcab,abacabcaba	abacabcabab:10,abacabcabaa:3,abacabcabac:3,babcbacbab:2,abcabacb:2,abacabacabacaba:2,abacabcabacab:2,abcabcababa:2,abcabcabcabc:2,abcababcaba:1,abcabacaba:1,abacabacabac:1,cabcabcabcab:1,ababcabcaba:1,abacabcabaaaaa:1,cbca:1,cabcabcabacab:1,abcbcaabcb:1,cabacabcaba:1,ababacabacac:1,abccabcaba:1,babacacaba:1,aaacbcccbcc:1,abacbacaba:1,abacabababa:1,abacabcabaabc:1,abcabacabcaba:1,abacababac:1,abcacba:1,aaaaabbbbccccc:1,abcabababc:1,bcaa:1,abccabcabc:1,abacabcacab:1,abcabaababa:1,abacabcabb:1,abacabacab:1,abacabab:1,abacabcabaca:1,abacabcabcb:1,bccaababac:1,aa:1,abacabacaba:1,abacabcababac:1,abacabacabab:1,bbbbbbbbbbbbbbccbbcccccccccccccccbbbbbbbbaaaa:1,abacbcabac:1,abcacabcbac:1,bacab:1,acacabcabac:1,abcbcaccba:1,abacabaaac:1,ababcabacaba:1,abcabcabca:1,aabbaabab:1,abacabcabba:1,abacabcabacaba:1,abcabcababc:1,acabcabcaba:1,acabbaca:1,abcacab:1,abacabcabc:1,ababacabca:1,cccbbbaa:1,abcacababa:1
160	ab,abaab	abaaab:12,abaaba:8,abaabb:7,babba:6,abaaabb:4,abaabab:3,aabb:3,baaba:3,bcbbc:3,abc:2,abaabaab:2,baaab:2,abba:2,abaac:2,a:2,abbabb:2,aba:2,cbaa:1,abaababb:1,abaaabbb:1,aa:1,bba:1,abaabaaab:1,abaaaab:1,b:1,ababba:1,abbaaa:1,ba:1,abbba:1,ababa:1,abcaa:1,abab:1,ababaabab:1,aabab:1
161	ab,abaab,abaabaaab	abaabaaabaaaab:16,abaabaaaab:5,abaaabaaaab:4,babbabbba:4,abaabaaaba:3,bcbbcbbbc:3,abaabaaaabb:2,ababaab:2,aaaa:2,abaabaaabaaab:2,abaabaaabb:2,abaabaaababaab:2,abaabaaabaaaa:2,baaabaaba:2,ababab:1,abccab:1,cab:1,abaaabaaaabaabaa:1,baaabbaaa:1,abababab:1,aaa:1,abaabbbbc:1,abaaba:1,abaaabaaab:1,abaabaaababab:1,babbabbbba:1,aba:1,abaabaaababaa:1,abbbaaabbabab:1,ba:1,abaaabbaaab:1,abbaa:1,aabbaaa:1,baabaaab:1,abaaabaaaac:1,aabbbaaa:1,abaabaaaaab:1,abaaa:1,aabaabaaabb:1,ababababa:1,abaabaaabaa:1,abaabbaa:1,abaabaabaaab:1,abaabaabaabaaabaab:1,b:1
162	ab,abaab,abaabaaab,abaabaaabaaaab	abaabaaabaaaabaaaaab:24,abaabaaabaaaabaaaaa:6,abaabaaabaaaaab:6,babbabbbabbbba:4,aaaaab:3,abaaabaaaabaaaaab:2,abaabaaabaaaabaaaab:2,abaabaaabaaaaba:2,bcbbcbbbcbbbbc:2,abaabaaabaaaabaaaaaab:1,accabb:1,aabb:1,abaaaabaaaabaaaaab:1,baaaaaabaaaabb:1,aaaaa:1,abaaabab:1,abaabaaabaaaaabba:1,aa:1,abaabaaabaaabaaaa:1,abaabaaabaaaaabb:1,babbabbbabbbbba:1,baaaabaabaaba:1,abbaaabbbaaaabbbb:1,baba:1,abaaabaaaabaaaaabbb:1,abbaaabaababb:1,babbabbb:1,bababbaa:1,abaabaabaaaaba:1,abaaabaaabaaab:1,ababababababa:1,abaabaaabaaaabaa:1,ababbaab:1,ababaabaab:1,baaaabaaabaaba:1,abaabaabaabaaabaabaaaabaab:1,abaabaaabaaaababaabaaab:1,bccbcccbccccb:1,ba:1,ababaaabaaaabaaaaab:1
163	ab,abaab,abaabaaab,abaabaaabaaaab,abaabaaabaaaabaaaaab	abaabaaabaaaabaaaaabaaaaaab:34,abaabaaabaaaabaaaaabaaaaaa:4,babbabbbabbbbabbbbba:3,aaaaaab:3,abaaabaaaabaaaaabaaaaaab:2,bccaaa:1,bbaa:1,abaabaaabaaaabaaaaaab:1,abaabaaabaaaabaaaaabaaaaaaab:1,aaabbaaaabaaabbaaaaa:1,abaabaaabaaabaaaabaaaaaab:1,aaaaaa:1,ababaabaa:1,abaabaaabaaaabaaaaabaa:1,aaa:1,abaabaaabaaaabaaaaaba:1,babbabbbabbbbabbbba:1,abaabaaabaaaabaaaaababaab:1,abaabaaaabaaaaabaaaaaab:1,abaabaaabaaaabaaaaabaaaaab:1,babababa:1,abaaabaaaabaaaaabaaaaabbb:1,ababaaabb:1,abaabaaabaaaabaa:1,bbaaabbbb:1,babbaabbaa:1,abaabaabaaaabaaaaabaa:1,ababaabaaabaaab:1,abaabaaaabaaaabaaa:1,bcbbcbbbcbbbbcbbbbbc:1,abaaabaaaabaaaaab:1,abaabaaabaaabaaabaaaaab:1,ababababababababa:1,abaabaaabaaaabaaaaabaaaaaaa:1,ababaabaaabaaaab:1,baaaaabaaaabaaabaaba:1,bcbbcbbbcbbbbcbbbbbcbbbbbbc:1,abaabaabaabaaabaabaaaabaabaaaaabaab:1,abaabaaabaaaabaaaaababaabaaabaaaab:1,bccbcccbccccbcccccb:1,aa:1
164	ab,abaab,abaabaaab,abaabaaabaaaab,abaabaaabaaaabaaaaab,abaabaaabaaaabaaaaabaaaaaab	abaabaaabaaaabaaaaabaaaaaabaaaaaaab:37,abaabaaabaaaabaaaaabaaaaaaab:4,abaabaaabaaaabaaaaabaaaaaabaaaaaaa:4,aaaaaaab:3,babbabbbabbbbabbbbbabbbbbba:2,aba:2,accaabbb:1,babcb:1,abaaabaaabaaaaabaaaaaabaaaaaaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaaaab:1,bbbbbbaaaaaaaaaaaaaaaaaaaaa:1,aaaaaaa:1,abaaaabbab:1,abaabaabaaabaabaababbaaabaa:1,aaaa:1,babbabbbabbbabbbbbabbbbbba:1,abaabaaabaaaabaaaaabaaaaaababaab:1,abaabaaabaaaaabaaaaaabaaaaaaab:1,bbbbabbbbbaababab:1,abaaabaaabaaaabaaaaabaaaaaaabb:1,abbabbabba:1,abababababbababbb:1,babaaababa:1,abab:1,ababaabaaabaaabaaaab:1,abbabbabbabbaaabbabbba:1,bcbbcbbbcbbbbcbbbbbcbbbbbbc:1,abaababaaabaaaabaab:1,ababababababababababababababababababababa:1,ababaabaaabaaaabaaaaab:1,abaabaaabaaaaabaaaaabaaaaaabaaaaaaab:1,baaaaaabaaaaabaaaabaaabaab:1,abaabaabaabaaabaabaaaabaabaaaaabaabaaaaaabaab:1,abaabaaabaaaabaaaaabaaaaaababaabaaabaaaabaaaaab:1,bccbcccbccccbcccccbccccccb:1,bb:1
165	ab,abaab,abaabaaab,abaabaaabaaaab,abaabaaabaaaabaaaaab,abaabaaabaaaabaaaaabaaaaaab,abaabaaabaaaabaaaaabaaaaaabaaaaaaab	abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaab:36,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaa:5,aaaaaaaab:3,abaabaaabaaaabaaaaabaaaaaabaaaaaaaab:2,babbabbbabbbbabbbbbabbbbbbabbbbbbba:2,bcccaa:1,abcab:1,abaaabaaaabaaaaabaaaaabaaaaaaabaaaaaaaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaaaaab:1,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbb:1,aaaaaaaa:1,abaabbaaabbab:1,abaabaaabaaabaaabaabaabaaaabaaaab:1,aaaaa:1,babbabbbabbbabbbbbabbbbbbabbbbbbba:1,abaabaaabaaaabaaaaabaaaaaabaaaaaabaaaaaaaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaababaab:1,abaabaaabaaaabaaaaaabaaaaaaabaaaaaaaa:1,bbbabbbaaaababababa:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaab:1,abababa:1,abaabaaaabaaaabaaaaaabaaaaabaaaaaab:1,ababbabbbabbabba:1,abaabaabaabaabaaaaaabaaaabaaaaaabaaaabaaaab:1,aabbaaabaaab:1,babb:1,abababab:1,abaabaaabaaabaaaab:1,abbbabbbabbbabbbaaabbbbaa:1,bcbbcbbbcbbbbcbbbbbcbbbbbbcbbbbbbc:1,abaabaaabaaaabaaaaabaaaaaabaaaaabaaaaaab:1,abaabaabaabaabaabaabaabaabaabaabaabaaba:1,ababaabaabaabaabaab:1,baaaaaaabaaaaaabaaaaabaaaabaaabaaba:1,bccbccbbcccc:1,abaabaabaabaaabaabaaaabaabaaaaabaabaaaaaabaabaaaaaaabaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaababaabaaabaaaabaaaaabaaaaaab:1,cbbcbbbcbbbbcbbbbbcbbbbbbcbbbbbbbc:1,baa:1
166	ab,abaab,abaabaaab,abaabaaabaaaab,abaabaaabaaaabaaaaab,abaabaaabaaaabaaaaabaaaaaab,abaabaaabaaaabaaaaabaaaaaabaaaaaaab,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaab	abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaabaaaaaaaaab:36,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaaab:3,aaaaaaaaab:3,acaaab:1,aaabbbccc:1,abaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaabaaaaaaaaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaabaaaaaaaaaaaaaab:1,bbaaaaaaaaaaaaaaabaaaaaabaaaaabbaaaaaaaabbaaba:1,aaaaaaaaa:1,aaabbba:1,abaabaaabaaaabaaaaaaaababaaaaaabaa:1,babbabbbabbbbabbbbbabbbbbabbbbbbbabbbbbbbba:1,aaaaaa:1,babbabbbabbbbabbbbabbbbbbabbbbbbabbbbbbbba:1,abaabaaabaaaabaaaabaaaaaabaaaaaaabaaaaaaaabaaaaaaaaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaababaab:1,abaaab:1,bbbabababbbbbabaaaaaababa:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaabaaaaaaaaab:1,babbabbbabbbbabbbbbabbbbbbabbbbbbbabbbbbbbba:1,abababababa:1,abaaabaaaaabaaaaabaaaaaabaaaabaaaaaabaaaaab:1,abbbabbbabba:1,abaaabbbaaaabaaabaabbaabaaabbaaaabaaabaaabaaaaa:1,abaabaaabaaaabaaaaabaaaaaabaaaaaabaaaaaaabaaaaaaaaab:1,abaabaaabaaaaabaaaabaaaaaa:1,bbab:1,abaababab:1,abaabaaaba:1,abbbabbbbbabbbabbbabbbbab:1,bcbbcbbbcbbbbcbbbbbcbbbbbbcbbbbbbcbbbbbbbbc:1,abaabaaabaaaabaaaaaabaaaaaabaaaaabaaaabaaaaaaab:1,abaabaabaabaabaabaabaabaabaabaabaabaabaabaaabaaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaabaaaaaaaaa:1,abaabaaabaaaabaaaaabaaaaaaabaaaaaaaabaaaaaaaab:1,ababaabaabaabaabaabaab:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabbaaaaaaaaab:1,baaaaaaaabaaaaaaabaaaaaabaaaaabaaaabaaabaaba:1,bcccccccbcccccccccbcccccccccbcccccc:1,aba:1,abaabaaabaaaabaaaaabaaaaaabaaaaaaabaaaaaaaababaabaaabaaaabaaaaabaaaaaabaaaaaaab:1,bcbbcbbbcbbbbcbbbbbcbbbbbbcbbbbbbbcbbbbbbbbc:1,aab:1
